Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,Carbon Emission (kg/month)
underweight,male,vegetarian,less frequently,electricity,public,,never,216,rarely,135,extra large,5,10,47,6,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",464.35
overweight,female,pescatarian,less frequently,coal,private,diesel,never,129,frequently,7355,small,7,14,15,20,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",1801.11
underweight,female,pescatarian,twice a day,wood,public,,often,94,frequently,560,medium,2,21,29,16,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",539.9
normal,female,omnivore,twice a day,natural gas,private,hybrid,sometimes,107,frequently,1929,extra large,4,12,36,2,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",1068.29
underweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,often,169,rarely,44,large,5,13,35,24,No,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",486.4
overweight,female,vegan,daily,wood,private,diesel,often,205,rarely,9423,large,6,16,30,23,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2023.83
obese,male,vegetarian,less frequently,electricity,walk/bicycle,,never,123,frequently,60,medium,5,19,27,17,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",493.8
obese,male,vegetarian,daily,wood,public,,sometimes,279,frequently,537,medium,3,5,3,8,Sometimes,['Glass'],"['Stove', 'Oven']",443.75
obese,male,vegan,daily,natural gas,public,,never,272,very frequently,483,large,1,21,40,6,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],690.85
normal,female,omnivore,more frequently,wood,public,,never,258,very frequently,1802,medium,1,3,37,7,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",835.9
overweight,male,pescatarian,more frequently,natural gas,private,petrol,never,141,never,6329,medium,3,11,26,12,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1596.27
underweight,male,vegan,twice a day,natural gas,public,,often,91,rarely,1702,extra large,3,4,8,12,No,['Metal'],"['Grill', 'Airfryer']",424.7
overweight,female,vegetarian,twice a day,coal,private,lpg,sometimes,296,rarely,5812,extra large,4,22,25,24,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1457.39
underweight,male,vegan,more frequently,electricity,walk/bicycle,,often,57,rarely,49,extra large,1,1,47,21,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",375.7
underweight,male,vegan,twice a day,electricity,public,,never,270,frequently,1050,medium,7,5,18,0,Sometimes,['Plastic'],"['Stove', 'Oven']",482
obese,male,omnivore,more frequently,natural gas,private,diesel,often,120,rarely,8233,large,3,11,15,6,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1904.84
obese,male,pescatarian,more frequently,coal,public,,never,74,never,139,small,1,12,15,20,No,"['Plastic', 'Glass', 'Metal']",[],353.85
underweight,female,vegan,less frequently,wood,private,petrol,never,219,very frequently,304,large,7,22,2,20,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",654.27
normal,male,omnivore,twice a day,natural gas,private,petrol,sometimes,255,rarely,3884,large,2,7,36,13,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1314.73
overweight,male,omnivore,twice a day,natural gas,public,,often,154,never,716,medium,3,19,40,16,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",573.2
normal,male,vegetarian,less frequently,natural gas,private,hybrid,never,141,very frequently,7309,medium,4,4,50,21,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2268.99
normal,male,vegetarian,less frequently,wood,private,electric,often,68,rarely,5970,small,1,22,35,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",664.8
obese,female,omnivore,less frequently,natural gas,private,electric,never,242,frequently,7607,extra large,1,8,19,19,No,['Glass'],"['Stove', 'Oven']",1011.55
obese,male,omnivore,more frequently,coal,walk/bicycle,,often,272,rarely,19,extra large,7,17,2,24,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",572.2
underweight,female,vegan,more frequently,wood,walk/bicycle,,never,285,rarely,21,large,6,4,35,10,Yes,['Glass'],"['Stove', 'Oven']",399
normal,male,vegan,less frequently,wood,private,petrol,never,108,frequently,741,medium,6,13,7,0,No,"['Paper', 'Glass', 'Metal']",[],526.07
obese,female,vegan,less frequently,natural gas,public,,never,262,never,931,medium,1,3,12,16,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",338.25
overweight,female,pescatarian,daily,wood,private,lpg,never,100,never,9426,small,6,12,9,7,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1856.72
overweight,female,vegan,twice a day,wood,walk/bicycle,,never,255,frequently,69,small,1,13,10,6,Yes,"['Plastic', 'Metal']",['Oven'],388
normal,male,omnivore,twice a day,coal,private,hybrid,sometimes,212,frequently,7099,extra large,7,24,31,20,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2229.99
underweight,female,vegetarian,twice a day,coal,walk/bicycle,,often,172,frequently,74,small,1,7,2,22,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],450.7
normal,male,omnivore,more frequently,wood,public,,never,228,frequently,940,large,5,20,35,24,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",722.3
normal,female,vegan,daily,coal,public,,often,256,very frequently,236,small,3,15,7,9,No,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",611.4
normal,female,vegan,twice a day,electricity,private,petrol,sometimes,213,frequently,1544,small,3,18,10,19,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",717.75
underweight,female,vegetarian,less frequently,electricity,walk/bicycle,,often,59,rarely,69,medium,3,0,12,3,Sometimes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",301.9
normal,male,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,243,frequently,24,small,6,0,36,4,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",475.3
normal,female,vegan,twice a day,natural gas,public,,sometimes,202,rarely,733,medium,7,5,25,8,Yes,"['Paper', 'Metal']","['Oven', 'Microwave']",432.85
obese,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,74,never,86,medium,3,17,20,15,Yes,"['Paper', 'Plastic']",['Oven'],472.4
underweight,male,vegan,daily,natural gas,private,lpg,sometimes,272,never,2850,small,3,6,41,10,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",842.3
normal,female,omnivore,daily,natural gas,private,electric,never,157,very frequently,9199,large,5,7,27,18,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1275.15
normal,female,vegetarian,less frequently,coal,public,,often,50,very frequently,1056,small,4,4,35,22,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",740.3
obese,male,pescatarian,less frequently,wood,public,,sometimes,272,frequently,948,medium,5,2,38,13,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",575.1
underweight,female,omnivore,more frequently,wood,private,electric,never,278,frequently,3203,medium,6,16,14,11,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",751.45
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,,often,226,very frequently,63,small,4,8,9,8,Sometimes,"['Paper', 'Plastic', 'Metal']",[],559.1
overweight,female,vegetarian,twice a day,electricity,public,,often,62,never,1580,large,7,9,47,4,No,['Glass'],"['Grill', 'Airfryer']",467.7
underweight,male,vegan,twice a day,electricity,private,petrol,never,100,rarely,6921,medium,2,12,3,22,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1612.33
underweight,female,pescatarian,daily,electricity,walk/bicycle,,sometimes,252,very frequently,68,medium,3,11,11,22,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",621.2
normal,female,pescatarian,daily,coal,public,,sometimes,259,never,159,small,7,13,38,6,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",445.85
obese,female,pescatarian,twice a day,natural gas,private,petrol,sometimes,189,rarely,4096,small,6,19,5,8,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",1184.33
obese,male,vegetarian,daily,electricity,public,,never,54,never,1295,medium,3,11,10,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],314.15
overweight,male,vegan,daily,wood,public,,sometimes,155,rarely,709,extra large,6,21,26,15,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",437.95
obese,male,vegan,more frequently,wood,private,electric,never,100,frequently,6329,large,5,20,19,6,No,"['Plastic', 'Glass', 'Metal']",['Microwave'],752.95
normal,male,omnivore,twice a day,natural gas,public,,often,147,never,1806,large,4,22,23,16,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",602.5
underweight,male,pescatarian,more frequently,coal,walk/bicycle,,never,217,never,2,large,6,20,32,4,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",442.2
obese,female,vegetarian,twice a day,electricity,walk/bicycle,,often,263,frequently,84,medium,5,11,38,18,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",531.3
obese,male,pescatarian,more frequently,natural gas,private,hybrid,sometimes,180,rarely,1249,medium,1,15,25,4,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",676.79
overweight,female,omnivore,more frequently,electricity,walk/bicycle,,sometimes,83,very frequently,32,medium,6,12,22,4,No,"['Paper', 'Plastic', 'Metal']",['Oven'],720.3
obese,female,pescatarian,daily,natural gas,private,petrol,never,111,rarely,1420,large,3,24,29,12,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],731.24
obese,male,vegetarian,twice a day,wood,private,diesel,often,174,frequently,2330,large,4,24,8,11,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",857.83
overweight,female,pescatarian,daily,natural gas,walk/bicycle,,often,112,frequently,57,large,6,22,6,20,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",534.2
overweight,female,vegan,twice a day,electricity,walk/bicycle,,never,277,very frequently,75,small,5,11,47,10,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",649.2
underweight,male,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,77,never,51,extra large,1,9,47,2,No,['Metal'],"['Stove', 'Microwave']",359.7
overweight,female,vegan,less frequently,wood,private,diesel,often,61,never,7973,large,1,22,27,8,Sometimes,['Metal'],"['Oven', 'Microwave']",1651.98
obese,male,vegan,more frequently,coal,private,petrol,often,225,frequently,9303,large,2,3,5,5,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2207.68
normal,male,vegan,less frequently,electricity,private,lpg,sometimes,203,frequently,2360,small,4,3,47,19,No,['Glass'],"['Stove', 'Microwave']",887.56
overweight,female,vegan,more frequently,natural gas,private,diesel,often,268,frequently,5402,medium,5,11,34,24,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1465.54
obese,female,omnivore,twice a day,electricity,walk/bicycle,,often,66,very frequently,38,large,3,2,32,18,No,['Glass'],"['Stove', 'Oven', 'Microwave']",752.6
underweight,male,vegan,twice a day,wood,private,hybrid,often,206,very frequently,3694,extra large,2,13,40,20,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1425.34
obese,male,omnivore,twice a day,coal,walk/bicycle,,sometimes,259,very frequently,11,large,2,10,38,7,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",826.9
overweight,male,pescatarian,more frequently,wood,private,electric,sometimes,261,very frequently,2184,extra large,4,23,22,3,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",776.8
overweight,male,vegan,more frequently,electricity,walk/bicycle,,sometimes,152,very frequently,48,large,7,19,40,24,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",689.2
underweight,female,vegan,less frequently,wood,public,,sometimes,137,frequently,465,medium,7,24,29,12,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",517.95
normal,male,vegan,more frequently,electricity,private,diesel,sometimes,293,frequently,4576,small,4,16,3,3,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1164.3
underweight,female,omnivore,daily,electricity,private,hybrid,never,232,frequently,5868,large,7,3,1,12,No,"['Plastic', 'Metal']",['Stove'],1787.48
obese,male,pescatarian,more frequently,electricity,public,,never,274,never,864,medium,2,21,9,1,Sometimes,"['Glass', 'Metal']",['Oven'],343.1
obese,female,vegan,more frequently,wood,public,,sometimes,65,rarely,382,large,1,2,1,16,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",266.6
underweight,male,omnivore,twice a day,wood,private,hybrid,sometimes,172,never,9375,small,4,19,46,22,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2491.95
underweight,male,omnivore,daily,electricity,public,,never,165,very frequently,364,extra large,7,23,26,21,Yes,"['Plastic', 'Metal']",[],834.7
obese,male,vegetarian,more frequently,electricity,public,,sometimes,148,rarely,518,large,4,9,40,5,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",419.2
underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,never,90,very frequently,48,large,6,11,26,22,No,['Glass'],"['Stove', 'Oven', 'Microwave']",731.5
normal,male,pescatarian,twice a day,electricity,private,lpg,never,296,rarely,9928,extra large,6,13,49,0,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2137.15
overweight,male,omnivore,daily,wood,walk/bicycle,,sometimes,214,rarely,13,small,1,7,42,23,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",527.4
normal,male,vegan,more frequently,wood,private,lpg,sometimes,135,frequently,3570,large,5,8,48,1,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1093.12
obese,female,pescatarian,twice a day,wood,private,hybrid,sometimes,288,frequently,1748,medium,3,6,23,23,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",874.38
underweight,female,vegetarian,less frequently,wood,private,petrol,never,239,rarely,9336,small,5,9,1,11,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",2104.91
obese,female,omnivore,more frequently,electricity,private,hybrid,often,187,very frequently,2710,extra large,6,15,13,14,Sometimes,['Glass'],[],1329.8
normal,female,vegetarian,daily,coal,private,diesel,often,228,very frequently,8964,extra large,1,21,7,11,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2177.64
underweight,female,omnivore,twice a day,electricity,walk/bicycle,,sometimes,142,frequently,42,extra large,6,14,33,17,Sometimes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",661.7
obese,male,omnivore,twice a day,wood,private,hybrid,sometimes,255,rarely,2221,large,7,20,2,10,No,"['Plastic', 'Glass']",['Microwave'],951.91
underweight,male,omnivore,daily,electricity,private,lpg,often,292,rarely,9213,large,2,1,29,14,Sometimes,[],"['Stove', 'Microwave']",2031.56
obese,female,vegetarian,daily,coal,walk/bicycle,,often,182,frequently,31,extra large,4,9,19,21,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",539.7
normal,male,vegan,daily,electricity,public,,never,237,rarely,986,small,2,11,7,15,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",332
overweight,female,vegetarian,more frequently,electricity,private,lpg,never,178,rarely,8806,extra large,7,18,19,10,Yes,['Glass'],"['Stove', 'Oven']",1880.1
underweight,male,pescatarian,daily,coal,walk/bicycle,,never,75,never,18,large,4,16,39,1,No,['Paper'],"['Stove', 'Oven']",425.5
overweight,female,omnivore,more frequently,coal,public,,sometimes,84,very frequently,955,medium,2,13,29,5,No,"['Plastic', 'Glass']",['Stove'],823.65
overweight,female,omnivore,daily,wood,public,,often,107,never,1377,medium,1,23,27,3,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",501.55
normal,male,pescatarian,daily,coal,public,,sometimes,109,very frequently,1069,small,4,17,26,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",760.35
overweight,female,omnivore,more frequently,electricity,private,lpg,often,81,rarely,337,medium,7,17,30,2,No,['Metal'],['Oven'],567.54
overweight,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,197,very frequently,67,large,7,6,15,21,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",750.7
overweight,female,pescatarian,twice a day,electricity,public,,never,114,very frequently,1855,small,1,14,28,20,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",739.65
obese,female,vegetarian,daily,natural gas,walk/bicycle,,sometimes,244,frequently,29,medium,4,1,28,11,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",519.9
normal,male,vegetarian,twice a day,natural gas,walk/bicycle,,never,119,rarely,57,extra large,4,7,50,15,Yes,"['Plastic', 'Glass']",['Oven'],490.9
normal,female,omnivore,more frequently,natural gas,public,,never,297,rarely,1533,extra large,1,18,15,21,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",609.35
obese,male,pescatarian,daily,natural gas,walk/bicycle,,never,289,very frequently,95,medium,6,15,29,22,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",745.4
normal,male,omnivore,less frequently,natural gas,private,hybrid,often,174,frequently,239,large,4,23,34,3,Yes,['Paper'],"['Oven', 'Microwave']",729.59
normal,male,vegetarian,daily,natural gas,walk/bicycle,,often,172,very frequently,73,extra large,5,17,14,1,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",658.7
normal,male,pescatarian,more frequently,coal,public,,often,168,very frequently,639,large,5,1,43,3,Yes,"['Paper', 'Glass', 'Metal']",[],753.25
underweight,male,omnivore,more frequently,wood,public,,often,206,never,853,large,1,11,0,10,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",414.25
obese,male,vegan,less frequently,natural gas,walk/bicycle,,sometimes,193,very frequently,35,medium,1,11,32,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",646.8
overweight,male,vegetarian,daily,wood,walk/bicycle,,sometimes,231,rarely,20,large,5,11,9,4,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave']",345.1
normal,female,vegan,more frequently,electricity,private,petrol,never,55,frequently,7749,small,6,18,15,17,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1904.81
underweight,male,vegan,more frequently,coal,public,,often,291,never,1558,small,7,11,13,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",401
